Dates,Asia_50_Volume,Core_MSCI_World_ex_Australia_ESG_Leaders_AUD_Hedged_fund_Volume,Core_MSCI_World_ex_Australia_ESG_Leaders_Volume,Core_SPASX_200_Volume,Edge_MSCI_Australia_Minimum_Volatility_Volume,Edge_MSCI_Australia_Multifactor_Volume,Edge_MSCI_World_Multifactor_Volume,Global_100_AUD_Hedged_Volume,Global_100_Volume,Global_Consumer_Staples_Volume,Global_Healthcare_Volume,JP_Morgan_USD_Emerging_Markets_Bond_AUD_Hedged_E_Volume,MSCI_Emerging_Markets_Volume,SP_500_Volume,SP_Mid_Cap_Volume,SPASX_20_Volume,SPASX_Dividend_Opportunities_Volume,Total_Volume
14-May-19,"5,770,147.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,882,661.00","2,368,531.00","6,242,858.00","160,393.00","10,658,759.00","7,360,698.00","562,974.00","12,457,160.00","16,650,740.00",
13-May-19,"5,770,147.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,368,531.00","6,242,858.00","160,393.00","10,625,159.00","7,358,098.00","566,774.00","12,457,160.00","16,650,740.00",
10-May-19,"5,770,147.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,368,531.00","6,242,858.00","160,393.00","10,608,359.00","7,350,298.00","566,774.00","12,457,160.00","16,650,740.00",
9-May-19,"5,775,947.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,368,531.00","6,241,558.00","160,393.00","10,608,359.00","7,365,898.00","566,774.00","12,457,160.00","16,650,740.00",
8-May-19,"5,775,947.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,368,531.00","6,235,058.00","160,393.00","10,608,359.00","7,367,198.00","566,774.00","12,457,160.00","16,650,740.00",
7-May-19,"5,775,947.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,371,531.00","6,235,058.00","160,393.00","10,608,359.00","7,371,098.00","572,474.00","12,457,160.00","16,650,740.00",
6-May-19,"5,770,147.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,371,531.00","6,235,058.00","160,393.00","10,608,359.00","7,355,498.00","572,474.00","12,457,160.00","16,650,740.00",
3-May-19,"5,764,347.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,371,531.00","6,235,058.00","160,393.00","10,608,359.00","7,352,898.00","576,274.00","12,457,160.00","16,650,740.00",
2-May-19,"5,764,347.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,371,531.00","6,224,658.00","160,393.00","10,591,559.00","7,351,598.00","576,274.00","12,457,160.00","16,650,740.00",
1-May-19,"5,764,347.00","1,761,140.00","2,043,466.00","46,647,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,898,661.00","2,371,531.00","6,225,958.00","160,393.00","10,591,559.00","7,354,198.00","576,274.00","12,457,160.00","16,650,740.00",
30-Apr-19,"5,764,347.00","1,761,140.00","2,043,466.00","46,347,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,898,661.00","2,371,531.00","6,222,058.00","160,393.00","10,591,559.00","7,356,798.00","576,274.00","12,457,160.00","16,650,740.00",
29-Apr-19,"5,764,347.00","1,761,140.00","2,043,466.00","46,347,732.00","841,185.00","484,936.00","6,524,648.00","372,859.00","22,890,661.00","2,371,531.00","6,214,258.00","160,393.00","10,591,559.00","7,354,198.00","574,374.00","12,457,160.00","16,650,740.00",
26-Apr-19,"5,764,347.00","1,761,140.00","2,043,466.00","46,347,732.00","841,185.00","484,936.00","6,364,648.00","372,859.00","22,890,661.00","2,371,531.00","6,212,958.00","160,393.00","10,583,159.00","7,354,198.00","570,574.00","12,457,160.00","16,650,740.00",
24-Apr-19,"5,758,547.00","1,761,140.00","2,043,466.00","45,747,732.00","841,185.00","484,936.00","6,364,648.00","395,859.00","22,890,661.00","2,365,531.00","6,210,358.00","160,393.00","10,583,159.00","7,352,898.00","570,574.00","12,457,160.00","17,050,740.00",
23-Apr-19,"5,758,547.00","1,761,140.00","2,043,466.00","45,747,732.00","841,185.00","484,936.00","6,364,648.00","395,859.00","22,906,661.00","2,365,531.00","6,203,858.00","160,393.00","10,583,159.00","7,351,598.00","570,574.00","12,457,160.00","17,050,740.00",
18-Apr-19,"5,746,947.00","1,761,140.00","2,043,466.00","45,747,732.00","841,185.00","484,936.00","6,364,648.00","395,859.00","22,906,661.00","2,365,531.00","6,180,458.00","160,393.00","10,583,159.00","7,348,998.00","568,674.00","12,457,160.00","17,050,740.00",
17-Apr-19,"5,741,147.00","1,761,140.00","2,043,466.00","45,747,732.00","841,185.00","484,936.00","6,364,648.00","395,859.00","22,906,661.00","2,364,031.00","6,170,058.00","160,393.00","10,583,159.00","7,337,298.00","568,674.00","12,457,160.00","17,050,740.00",
16-Apr-19,"5,741,147.00","1,761,140.00","2,043,466.00","45,747,732.00","841,185.00","484,936.00","6,364,648.00","395,859.00","22,906,661.00","2,364,031.00","6,172,658.00","160,393.00","10,574,759.00","7,322,998.00","568,674.00","12,457,160.00","17,050,740.00",
15-Apr-19,"5,735,347.00","1,721,140.00","2,003,466.00","45,747,732.00","841,185.00","484,936.00","6,364,648.00","395,859.00","22,906,661.00","2,364,031.00","6,166,158.00","160,393.00","10,574,759.00","7,319,098.00","568,674.00","12,457,160.00","17,050,740.00",
12-Apr-19,"5,735,347.00","1,721,140.00","2,003,466.00","45,747,732.00","841,185.00","484,936.00","6,364,648.00","395,859.00","22,906,661.00","2,362,531.00","6,162,258.00","160,393.00","10,574,759.00","7,313,898.00","566,774.00","12,457,160.00","17,050,740.00",
11-Apr-19,"5,723,747.00","1,721,140.00","2,003,466.00","45,747,732.00","841,185.00","484,936.00","6,364,648.00","395,859.00","22,906,661.00","2,362,531.00","6,162,258.00","160,393.00","10,574,759.00","7,312,598.00","566,774.00","12,457,160.00","17,050,740.00",
10-Apr-19,"5,717,947.00","1,721,140.00","2,003,466.00","45,747,732.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,914,661.00","2,362,531.00","6,151,858.00","160,393.00","10,574,759.00","7,312,598.00","566,774.00","12,457,160.00","17,050,740.00",
9-Apr-19,"5,717,947.00","1,721,140.00","2,003,466.00","45,522,732.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,914,661.00","2,362,531.00","6,147,958.00","160,393.00","10,566,359.00","7,309,998.00","566,774.00","12,457,160.00","17,050,740.00",
8-Apr-19,"5,717,947.00","1,721,140.00","2,003,466.00","45,527,418.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,914,661.00","2,365,531.00","6,147,958.00","160,393.00","10,566,359.00","7,286,598.00","566,774.00","12,460,056.00","17,051,762.00",
5-Apr-19,"5,712,147.00","1,721,140.00","2,003,466.00","45,527,418.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,914,661.00","2,365,531.00","6,146,658.00","160,393.00","10,566,359.00","7,287,898.00","566,774.00","12,460,056.00","17,051,762.00",
4-Apr-19,"5,700,547.00","1,721,140.00","1,963,466.00","44,881,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,914,661.00","2,365,531.00","6,144,058.00","160,393.00","10,566,359.00","7,287,898.00","566,774.00","12,438,725.00","17,033,621.00",
3-Apr-19,"5,700,547.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,914,661.00","2,365,531.00","6,144,058.00","160,393.00","10,566,359.00","7,287,898.00","566,774.00","12,438,725.00","17,033,621.00",
2-Apr-19,"5,694,747.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,914,661.00","2,365,531.00","6,142,758.00","160,393.00","10,566,359.00","7,286,598.00","566,774.00","12,438,725.00","17,033,621.00",
1-Apr-19,"5,706,347.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,906,661.00","2,365,531.00","6,142,758.00","150,393.00","10,566,359.00","7,283,998.00","564,874.00","12,438,725.00","17,033,621.00",
29-Mar-19,"5,700,547.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,922,661.00","2,365,531.00","6,153,158.00","140,411.00","10,566,359.00","7,284,871.00","564,906.00","12,438,725.00","17,033,621.00",
28-Mar-19,"5,688,947.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,930,661.00","2,370,031.00","6,155,758.00","140,411.00","10,566,359.00","7,284,871.00","563,006.00","12,438,725.00","17,033,621.00",
27-Mar-19,"5,683,147.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,930,661.00","2,370,031.00","6,155,758.00","140,309.00","10,566,359.00","7,283,369.00","562,925.00","12,438,725.00","17,033,621.00",
26-Mar-19,"5,659,947.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,938,661.00","2,370,031.00","6,155,758.00","140,309.00","10,566,359.00","7,283,369.00","562,925.00","12,438,725.00","17,033,621.00",
25-Mar-19,"5,659,947.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,946,661.00","2,370,031.00","6,155,758.00","140,309.00","10,532,759.00","7,283,369.00","562,925.00","12,438,725.00","17,033,621.00",
22-Mar-19,"5,659,947.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,954,661.00","2,370,031.00","6,155,758.00","140,309.00","10,532,759.00","7,280,769.00","562,925.00","12,438,725.00","17,033,621.00",
21-Mar-19,"5,659,947.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,954,661.00","2,370,031.00","6,155,758.00","130,309.00","10,532,759.00","7,275,569.00","561,025.00","12,438,725.00","17,033,621.00",
20-Mar-19,"5,648,347.00","1,721,140.00","1,963,466.00","44,506,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,962,661.00","2,374,531.00","6,155,758.00","130,309.00","10,700,759.00","7,274,269.00","561,025.00","12,438,725.00","17,033,621.00",
19-Mar-19,"5,648,347.00","1,721,140.00","1,963,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","395,859.00","22,962,661.00","2,374,531.00","6,155,758.00","130,309.00","10,692,359.00","7,271,669.00","561,025.00","12,438,725.00","17,033,621.00",
18-Mar-19,"5,642,547.00","1,721,140.00","1,963,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,122,661.00","2,374,531.00","6,142,758.00","130,309.00","10,675,559.00","7,384,769.00","559,125.00","12,438,725.00","17,033,621.00",
15-Mar-19,"5,642,547.00","1,721,140.00","1,963,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,122,661.00","2,374,531.00","6,142,758.00","130,309.00","10,675,559.00","7,389,969.00","559,125.00","12,438,725.00","17,033,621.00",
14-Mar-19,"5,642,547.00","1,721,140.00","1,963,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,122,661.00","2,377,531.00","6,146,658.00","130,309.00","10,650,359.00","7,388,669.00","559,125.00","12,438,725.00","17,033,621.00",
13-Mar-19,"5,642,547.00","1,721,140.00","1,963,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,138,661.00","2,377,531.00","6,146,658.00","130,309.00","10,650,359.00","7,388,669.00","562,925.00","12,438,725.00","17,033,621.00",
12-Mar-19,"5,642,547.00","1,721,140.00","1,963,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,138,661.00","2,377,531.00","6,202,558.00","130,309.00","10,751,159.00","7,386,069.00","562,925.00","12,438,725.00","17,033,621.00",
11-Mar-19,"5,671,547.00","1,721,140.00","1,963,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,138,661.00","2,377,531.00","6,209,058.00","130,309.00","10,751,159.00","7,391,269.00","562,925.00","12,438,725.00","17,033,621.00",
8-Mar-19,"5,665,747.00","1,721,140.00","1,923,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,138,661.00","2,377,531.00","6,206,458.00","130,309.00","10,818,359.00","7,269,069.00","562,925.00","12,438,725.00","17,033,621.00",
7-Mar-19,"5,665,747.00","1,721,140.00","1,923,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,138,661.00","2,377,531.00","6,206,458.00","130,309.00","10,835,159.00","7,275,569.00","562,925.00","12,438,725.00","17,033,621.00",
6-Mar-19,"5,665,747.00","1,721,140.00","1,923,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,146,661.00","2,025,031.00","6,201,258.00","130,309.00","10,843,559.00","7,275,569.00","562,925.00","12,438,725.00","17,033,621.00",
5-Mar-19,"5,648,347.00","1,721,140.00","1,923,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,146,661.00","2,025,031.00","6,199,958.00","130,309.00","10,835,159.00","7,275,569.00","562,925.00","12,438,725.00","17,033,621.00",
4-Mar-19,"5,642,547.00","1,721,140.00","1,923,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,146,661.00","2,025,031.00","6,199,958.00","130,309.00","10,835,159.00","7,270,369.00","562,925.00","12,438,725.00","17,033,621.00",
1-Mar-19,"5,636,747.00","1,721,140.00","1,923,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,146,661.00","2,025,031.00","6,199,958.00","130,309.00","10,860,359.00","7,278,169.00","562,925.00","12,438,725.00","17,033,621.00",
28-Feb-19,"5,630,947.00","1,721,140.00","1,923,466.00","43,756,030.00","841,185.00","484,936.00","6,284,648.00","372,859.00","23,146,661.00","2,023,531.00","6,198,658.00","130,309.00","10,851,959.00","7,282,069.00","562,925.00","12,438,725.00","17,033,621.00",
27-Feb-19,"5,630,947.00","1,721,140.00","1,923,466.00","43,756,030.00","201,185.00","484,936.00","6,284,648.00","372,859.00","23,162,661.00","2,023,531.00","6,198,658.00","130,309.00","10,742,759.00","7,282,069.00","562,925.00","12,438,725.00","17,033,621.00",
26-Feb-19,"5,630,947.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,162,661.00","2,029,531.00","6,196,058.00","130,309.00","10,742,759.00","7,282,069.00","561,025.00","12,438,725.00","17,033,621.00",
25-Feb-19,"5,619,347.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,162,661.00","2,029,531.00","6,196,058.00","130,309.00","10,742,759.00","7,282,069.00","543,925.00","12,438,725.00","17,033,621.00",
22-Feb-19,"5,619,347.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,146,661.00","2,029,531.00","6,196,058.00","130,309.00","10,751,159.00","7,285,969.00","543,925.00","12,438,725.00","17,033,621.00",
21-Feb-19,"5,630,947.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,130,661.00","2,029,531.00","6,192,158.00","130,309.00","10,717,559.00","7,284,669.00","543,925.00","12,438,725.00","17,033,621.00",
20-Feb-19,"5,625,147.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,130,661.00","2,029,531.00","6,189,558.00","130,309.00","10,717,559.00","7,284,669.00","543,925.00","12,438,725.00","17,033,621.00",
19-Feb-19,"5,607,747.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,130,661.00","2,032,531.00","6,189,558.00","130,309.00","10,717,559.00","7,284,669.00","543,925.00","12,438,725.00","17,033,621.00",
18-Feb-19,"5,607,747.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,122,661.00","2,032,531.00","6,189,558.00","130,309.00","10,717,559.00","7,284,669.00","543,925.00","12,438,725.00","17,033,621.00",
15-Feb-19,"5,607,747.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,122,661.00","2,032,531.00","6,188,258.00","130,309.00","10,717,559.00","7,298,969.00","543,925.00","12,438,725.00","17,033,621.00",
14-Feb-19,"5,607,747.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,122,661.00","2,032,531.00","6,184,358.00","130,309.00","10,717,559.00","7,296,369.00","551,525.00","12,438,725.00","17,033,621.00",
13-Feb-19,"5,607,747.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,122,661.00","2,032,531.00","6,183,058.00","130,309.00","10,717,559.00","7,296,369.00","551,525.00","12,438,725.00","17,133,621.00",
12-Feb-19,"5,607,747.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","372,859.00","23,114,661.00","2,028,031.00","6,183,058.00","130,309.00","10,717,559.00","7,292,469.00","553,425.00","12,438,725.00","17,133,621.00",
11-Feb-19,"5,607,747.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","349,859.00","23,114,661.00","2,028,031.00","6,185,658.00","130,309.00","10,717,559.00","7,295,069.00","553,425.00","12,438,725.00","17,133,621.00",
8-Feb-19,"5,607,747.00","1,721,140.00","1,883,466.00","43,756,030.00","201,185.00","484,936.00","6,204,648.00","349,859.00","23,106,661.00","2,028,031.00","6,185,658.00","120,309.00","10,709,159.00","7,295,069.00","553,425.00","12,438,725.00","17,133,621.00",
7-Feb-19,"5,601,947.00","1,721,140.00","1,883,466.00","43,756,030.00","161,185.00","484,936.00","6,204,648.00","349,859.00","23,106,661.00","2,025,031.00","6,185,658.00","120,309.00","10,700,759.00","7,284,669.00","553,425.00","12,438,725.00","17,133,621.00",
6-Feb-19,"5,601,947.00","1,721,140.00","1,883,466.00","43,756,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,114,661.00","2,025,031.00","6,190,858.00","120,309.00","10,700,759.00","7,284,669.00","553,425.00","12,438,725.00","17,133,621.00",
5-Feb-19,"5,596,147.00","1,721,140.00","1,883,466.00","43,756,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,114,661.00","2,025,031.00","6,189,558.00","120,309.00","10,700,759.00","7,284,669.00","553,425.00","12,438,725.00","17,133,621.00",
4-Feb-19,"5,584,547.00","1,721,140.00","1,883,466.00","43,756,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,114,661.00","2,025,031.00","6,189,558.00","120,309.00","10,700,759.00","7,284,669.00","553,425.00","12,363,725.00","17,133,621.00",
1-Feb-19,"5,584,547.00","1,721,140.00","1,883,466.00","43,756,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,122,661.00","2,025,031.00","6,189,558.00","120,309.00","10,700,759.00","7,284,669.00","553,425.00","12,363,725.00","17,133,621.00",
31-Jan-19,"5,567,147.00","1,721,140.00","1,843,466.00","43,756,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,098,661.00","2,025,031.00","6,189,558.00","120,309.00","10,700,759.00","7,284,669.00","553,425.00","12,363,725.00","17,133,621.00",
30-Jan-19,"5,561,347.00","1,721,140.00","1,843,466.00","43,756,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,098,661.00","1,497,031.00","6,251,958.00","120,309.00","10,700,759.00","7,284,669.00","553,425.00","12,363,725.00","17,133,621.00",
29-Jan-19,"5,561,347.00","1,721,140.00","1,843,466.00","42,556,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,090,661.00","1,497,031.00","6,249,358.00","120,309.00","10,658,759.00","7,282,069.00","553,425.00","12,363,725.00","17,133,621.00",
25-Jan-19,"5,561,347.00","1,721,140.00","1,723,466.00","42,106,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,106,661.00","1,497,031.00","6,249,358.00","120,309.00","10,658,759.00","7,282,069.00","553,425.00","12,363,725.00","17,133,621.00",
24-Jan-19,"5,561,347.00","1,721,140.00","1,723,466.00","42,106,030.00","121,185.00","484,936.00","6,204,648.00","349,859.00","23,098,661.00","1,497,031.00","6,248,058.00","120,309.00","10,658,759.00","7,280,769.00","553,425.00","12,363,725.00","17,133,621.00",
23-Jan-19,"5,567,147.00","1,721,140.00","1,723,466.00","42,106,030.00","121,185.00","484,936.00","6,124,648.00","349,859.00","23,098,661.00","1,497,031.00","6,248,058.00","120,309.00","10,658,759.00","7,276,869.00","553,425.00","12,363,725.00","17,133,621.00",
22-Jan-19,"5,567,147.00","1,721,140.00","1,723,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,098,661.00","1,497,031.00","6,246,758.00","120,309.00","10,658,759.00","7,274,269.00","553,425.00","12,363,725.00","17,133,621.00",
21-Jan-19,"5,561,347.00","1,721,140.00","1,723,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,098,661.00","1,497,031.00","6,245,458.00","120,309.00","10,658,759.00","7,271,669.00","553,425.00","12,363,725.00","17,133,621.00",
18-Jan-19,"5,555,547.00","1,721,140.00","1,723,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,098,661.00","1,497,031.00","6,244,158.00","120,309.00","10,641,959.00","7,271,669.00","547,725.00","12,363,725.00","17,133,621.00",
17-Jan-19,"5,549,747.00","1,681,140.00","1,723,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,098,661.00","1,497,031.00","6,241,558.00","120,309.00","10,608,359.00","7,271,669.00","547,725.00","12,363,725.00","17,133,621.00",
16-Jan-19,"5,549,747.00","1,681,140.00","1,683,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,098,661.00","1,497,031.00","6,240,258.00","120,309.00","10,608,359.00","7,271,669.00","547,725.00","12,363,725.00","17,133,621.00",
15-Jan-19,"5,543,947.00","1,681,140.00","1,683,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,098,661.00","1,497,031.00","6,240,258.00","120,309.00","10,608,359.00","7,271,669.00","547,725.00","12,363,725.00","17,133,621.00",
14-Jan-19,"5,538,147.00","1,681,140.00","1,683,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,098,661.00","1,497,031.00","6,238,958.00","120,309.00","10,608,359.00","7,271,669.00","545,825.00","12,363,725.00","17,133,621.00",
11-Jan-19,"5,538,147.00","1,681,140.00","1,683,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,090,661.00","1,497,031.00","6,237,658.00","120,309.00","10,608,359.00","7,267,769.00","545,825.00","12,363,725.00","17,133,621.00",
10-Jan-19,"5,532,347.00","1,681,140.00","1,643,466.00","42,106,030.00","121,185.00","484,936.00","6,044,648.00","349,859.00","23,090,661.00","1,497,031.00","6,237,658.00","120,309.00","10,608,359.00","7,259,969.00","545,825.00","12,363,725.00","17,133,621.00",
9-Jan-19,"5,532,347.00","1,681,140.00","1,643,466.00","42,106,030.00","121,185.00","484,936.00","5,964,648.00","349,859.00","23,138,661.00","1,497,031.00","6,237,658.00","120,309.00","10,608,359.00","7,257,369.00","545,825.00","12,363,725.00","17,133,621.00",
8-Jan-19,"5,526,547.00","1,681,140.00","1,643,466.00","42,106,030.00","121,185.00","484,936.00","5,964,648.00","349,859.00","23,138,661.00","1,497,031.00","6,237,658.00","120,309.00","10,608,359.00","7,265,169.00","545,825.00","12,363,725.00","17,133,621.00",
7-Jan-19,"5,526,212.00","1,681,148.00","1,643,398.00","42,110,308.00","121,273.00","485,052.00","5,964,818.00","349,859.00","23,129,896.00","1,497,004.00","6,237,689.00","120,309.00","10,607,819.00","7,284,656.00","545,851.00","12,367,016.00","17,133,365.00",
4-Jan-19,"5,491,412.00","1,681,148.00","1,643,398.00","42,110,308.00","121,273.00","485,052.00","5,964,818.00","349,859.00","23,073,896.00","1,479,004.00","6,233,789.00","120,309.00","10,591,019.00","7,284,656.00","543,951.00","12,367,016.00","17,133,365.00",
3-Jan-19,"5,483,177.00","1,680,792.00","1,642,364.00","42,074,852.00","120,446.00","483,915.00","5,964,074.00","349,859.00","23,071,052.00","1,478,777.00","6,232,918.00","120,309.00","10,589,598.00","7,282,323.00","543,901.00","12,347,941.00","17,121,087.00",
2-Jan-19,"5,477,377.00","1,680,792.00","1,642,364.00","42,074,852.00","120,446.00","483,915.00","5,964,074.00","349,859.00","23,071,052.00","1,478,777.00","6,232,918.00","120,309.00","10,589,598.00","7,282,323.00","543,901.00","12,347,941.00","17,121,087.00",
31-Dec-18,"5,494,777.00","1,680,792.00","1,642,364.00","42,074,852.00","120,446.00","483,915.00","5,964,074.00","349,859.00","23,087,052.00","1,508,777.00","6,232,918.00","120,309.00","10,581,198.00","7,308,323.00","543,901.00","12,347,941.00","17,121,087.00",
28-Dec-18,"5,494,777.00","1,680,792.00","1,642,364.00","42,074,852.00","120,446.00","483,915.00","5,964,074.00","349,859.00","23,087,052.00","1,508,777.00","6,232,918.00","130,309.00","10,581,198.00","7,307,023.00","542,001.00","12,347,941.00","17,121,087.00",
27-Dec-18,"5,494,777.00","1,680,792.00","1,642,364.00","42,074,852.00","120,446.00","483,915.00","5,964,074.00","349,859.00","23,087,052.00","1,508,777.00","6,232,918.00","130,309.00","10,581,198.00","7,304,423.00","542,001.00","12,347,941.00","17,121,087.00",
24-Dec-18,"5,494,777.00","1,680,792.00","1,642,364.00","42,074,852.00","120,446.00","483,915.00","5,964,074.00","349,859.00","23,087,052.00","1,508,777.00","6,231,618.00","130,309.00","10,581,198.00","7,304,423.00","542,001.00","12,347,941.00","17,121,087.00",
21-Dec-18,"5,512,177.00","1,680,792.00","1,602,364.00","42,074,852.00","120,446.00","483,915.00","5,884,074.00","349,859.00","23,087,052.00","1,508,777.00","6,226,418.00","130,309.00","10,581,198.00","7,322,623.00","542,001.00","12,347,941.00","17,121,087.00",
20-Dec-18,"5,512,177.00","1,680,792.00","1,602,364.00","42,074,852.00","120,446.00","483,915.00","5,884,074.00","349,859.00","23,087,052.00","1,508,777.00","6,226,418.00","130,309.00","10,581,198.00","7,322,623.00","542,001.00","12,347,941.00","17,121,087.00",
19-Dec-18,"5,523,777.00","1,680,792.00","1,602,364.00","42,074,852.00","120,446.00","483,915.00","5,884,074.00","349,859.00","23,087,052.00","1,508,777.00","6,226,418.00","130,309.00","10,581,198.00","7,329,123.00","542,001.00","12,347,941.00","17,121,087.00",
18-Dec-18,"5,523,777.00","1,680,792.00","1,602,364.00","42,074,852.00","120,446.00","483,915.00","5,884,074.00","349,859.00","23,071,052.00","1,508,777.00","6,226,418.00","130,309.00","10,564,398.00","7,325,223.00","542,001.00","12,347,941.00","17,121,087.00",
17-Dec-18,"5,523,777.00","1,680,792.00","1,602,364.00","42,074,852.00","120,446.00","483,915.00","5,884,074.00","349,859.00","23,079,052.00","1,510,277.00","6,229,018.00","130,309.00","10,581,198.00","7,322,623.00","542,001.00","12,347,941.00","17,121,087.00",
