Date,Index Level,Close,"Cash Distribution (Cents-Per-Unit, AUD)",Volume
04-Mar-2022,254.85,93.51,--,"7,566,617.00"
03-Mar-2022,263.26,96.60,--,"7,566,617.00"
02-Mar-2022,264.41,98.69,--,"7,566,617.00"
01-Mar-2022,266.98,98.73,--,"7,566,617.00"
28-Feb-2022,265.69,99.61,--,"7,555,017.00"
25-Feb-2022,267.01,100.92,--,"7,555,017.00"
24-Feb-2022,271.26,101.66,--,"7,555,017.00"
23-Feb-2022,276.63,101.22,--,"7,555,017.00"
22-Feb-2022,276.95,102.94,--,"7,555,017.00"
21-Feb-2022,282.53,105.26,--,"7,555,017.00"
18-Feb-2022,287.03,105.81,--,"7,555,017.00"
17-Feb-2022,291.43,107.42,--,"7,555,017.00"
16-Feb-2022,291.42,109.09,--,"7,555,017.00"
15-Feb-2022,287.39,108.73,--,"7,555,017.00"
14-Feb-2022,290.51,107.43,--,"7,555,017.00"
11-Feb-2022,293.00,107.30,--,"7,555,017.00"
10-Feb-2022,291.86,107.77,--,"7,555,017.00"
09-Feb-2022,291.02,109.72,--,"7,555,017.00"
08-Feb-2022,287.06,108.47,--,"7,555,017.00"
07-Feb-2022,290.22,107.98,--,"7,555,017.00"
04-Feb-2022,293.92,109.46,--,"7,555,017.00"
03-Feb-2022,284.54,107.19,--,"7,555,017.00"
02-Feb-2022,287.76,109.12,--,"7,555,017.00"
01-Feb-2022,287.76,109.24,--,"7,555,017.00"
31-Jan-2022,287.76,109.71,--,"7,555,017.00"
28-Jan-2022,286.80,106.15,--,"7,555,017.00"
27-Jan-2022,285.01,104.99,--,"7,555,017.00"
25-Jan-2022,289.03,107.38,--,"7,555,017.00"
24-Jan-2022,295.24,108.48,--,"7,555,017.00"
21-Jan-2022,294.90,107.71,--,"7,549,217.00"
20-Jan-2022,294.14,108.63,--,"7,549,217.00"
19-Jan-2022,288.58,107.79,--,"7,543,417.00"
18-Jan-2022,291.52,107.79,--,"7,543,417.00"
17-Jan-2022,293.94,109.93,--,"7,543,417.00"
14-Jan-2022,294.28,109.60,--,"7,537,617.00"
13-Jan-2022,293.07,108.31,--,"7,537,617.00"
12-Jan-2022,294.77,110.48,--,"7,537,617.00"
11-Jan-2022,290.49,109.70,--,"7,537,617.00"
10-Jan-2022,289.37,106.96,--,"7,537,617.00"
07-Jan-2022,287.61,107.18,--,"7,531,817.00"
06-Jan-2022,284.65,105.99,--,"7,520,217.00"
05-Jan-2022,279.59,103.60,--,"7,508,617.00"
04-Jan-2022,285.99,106.06,--,"7,502,817.00"
31-Dec-2021,283.82,105.16,--,"7,502,817.00"
30-Dec-2021,281.46,106.30,--,"7,491,217.00"
29-Dec-2021,281.73,104.47,--,"7,485,417.00"
24-Dec-2021,282.99,105.98,--,"7,485,417.00"
23-Dec-2021,282.13,105.90,--,"7,498,238.00"
22-Dec-2021,281.55,105.75,--,"7,492,438.00"
21-Dec-2021,282.29,106.58,85.81,"7,480,838.00"
20-Dec-2021,280.60,105.40,--,"7,475,106.00"
17-Dec-2021,284.94,106.54,--,"7,469,306.00"
16-Dec-2021,286.28,106.35,--,"7,463,506.00"
15-Dec-2021,288.06,107.87,--,"7,457,706.00"
14-Dec-2021,289.78,108.63,--,"7,457,706.00"
13-Dec-2021,292.64,108.61,--,"7,457,706.00"
10-Dec-2021,291.09,109.55,--,"7,492,506.00"
09-Dec-2021,295.90,110.05,--,"7,486,706.00"
08-Dec-2021,292.25,110.56,--,"7,486,706.00"
07-Dec-2021,294.38,111.02,--,"7,538,906.00"
06-Dec-2021,290.35,110.53,--,"7,515,706.00"
03-Dec-2021,296.07,108.82,--,"7,515,706.00"
02-Dec-2021,295.60,110.01,--,"7,515,706.00"
01-Dec-2021,290.73,108.31,--,"7,492,506.00"
30-Nov-2021,287.08,107.88,--,"7,492,506.00"
29-Nov-2021,289.62,108.60,--,"7,492,506.00"
26-Nov-2021,290.81,108.13,--,"7,492,506.00"
25-Nov-2021,295.22,110.50,--,"7,492,506.00"
24-Nov-2021,294.92,110.46,--,"7,492,506.00"
23-Nov-2021,295.31,110.24,--,"7,492,506.00"
22-Nov-2021,298.51,110.79,--,"7,498,306.00"
19-Nov-2021,296.51,110.87,--,"7,498,306.00"
18-Nov-2021,298.42,110.73,--,"7,504,106.00"
17-Nov-2021,300.76,112.07,--,"7,498,306.00"
16-Nov-2021,300.00,112.22,--,"7,504,106.00"
15-Nov-2021,295.84,110.95,--,"7,504,106.00"
12-Nov-2021,294.85,111.29,--,"7,504,106.00"
11-Nov-2021,293.23,111.17,--,"7,509,906.00"
10-Nov-2021,291.25,108.45,--,"7,509,906.00"
09-Nov-2021,288.99,108.44,--,"7,509,906.00"
08-Nov-2021,285.68,108.09,--,"7,504,106.00"
05-Nov-2021,286.91,107.31,--,"7,504,106.00"
04-Nov-2021,289.49,108.24,--,"7,504,106.00"
03-Nov-2021,285.79,108.00,--,"7,504,106.00"
02-Nov-2021,287.28,107.40,--,"7,509,906.00"
01-Nov-2021,281.72,107.34,--,"7,509,906.00"
29-Oct-2021,284.73,106.37,--,"7,509,906.00"
28-Oct-2021,286.63,107.93,--,"7,504,106.00"
27-Oct-2021,288.45,108.03,--,"7,504,106.00"
26-Oct-2021,292.68,108.96,--,"7,504,106.00"
25-Oct-2021,293.19,110.06,--,"7,504,106.00"
22-Oct-2021,293.16,109.83,--,"7,498,306.00"
21-Oct-2021,291.35,109.69,--,"7,492,506.00"
20-Oct-2021,292.82,109.82,--,"7,492,506.00"
19-Oct-2021,290.31,110.75,--,"7,515,706.00"
18-Oct-2021,288.08,108.85,--,"7,504,106.00"
15-Oct-2021,288.10,108.98,--,"7,492,506.00"
14-Oct-2021,282.48,107.36,--,"7,492,506.00"
13-Oct-2021,283.00,107.65,--,"7,463,506.00"
12-Oct-2021,283.19,105.93,--,"7,446,106.00"
11-Oct-2021,288.93,107.16,--,"7,440,306.00"
08-Oct-2021,285.94,108.12,--,"7,440,306.00"
07-Oct-2021,284.38,108.01,--,"7,434,506.00"
06-Oct-2021,277.56,105.18,--,"7,434,506.00"
05-Oct-2021,278.57,105.37,--,"7,434,506.00"
04-Oct-2021,280.34,104.63,--,"7,434,506.00"
01-Oct-2021,285.02,106.98,--,"7,434,506.00"
30-Sep-2021,288.74,108.11,--,"7,434,506.00"
29-Sep-2021,291.74,107.88,--,"7,434,506.00"
28-Sep-2021,292.41,108.20,--,"7,434,506.00"
27-Sep-2021,290.03,109.16,--,"7,434,506.00"
24-Sep-2021,290.54,108.11,--,"7,434,506.00"
23-Sep-2021,289.27,108.83,--,"7,434,506.00"
22-Sep-2021,289.21,108.99,--,"7,434,506.00"
21-Sep-2021,292.06,108.06,--,"7,434,506.00"
20-Sep-2021,291.01,106.75,--,"7,434,506.00"
17-Sep-2021,295.15,110.33,--,"7,434,506.00"
16-Sep-2021,292.48,110.27,--,"7,434,506.00"
15-Sep-2021,293.37,110.91,--,"7,446,106.00"
14-Sep-2021,297.95,111.42,--,"7,440,306.00"
13-Sep-2021,297.40,112.18,--,"7,440,306.00"
10-Sep-2021,301.64,112.44,--,"7,422,906.00"
09-Sep-2021,296.82,112.51,--,"7,411,306.00"
08-Sep-2021,306.35,113.87,--,"7,411,306.00"
07-Sep-2021,306.34,115.28,--,"7,405,506.00"
06-Sep-2021,303.94,113.24,--,"7,405,506.00"
03-Sep-2021,299.59,113.06,--,"7,405,506.00"
02-Sep-2021,301.23,113.13,--,"7,405,506.00"
01-Sep-2021,302.57,114.77,--,"7,405,506.00"
31-Aug-2021,303.43,113.54,--,"7,405,506.00"
30-Aug-2021,297.42,111.65,--,"7,434,506.00"
27-Aug-2021,295.69,111.75,--,"7,434,506.00"
26-Aug-2021,298.20,111.97,--,"7,434,506.00"
25-Aug-2021,299.28,112.94,--,"7,451,906.00"
24-Aug-2021,297.99,113.00,--,"7,469,306.00"
23-Aug-2021,289.59,110.64,--,"7,469,306.00"
20-Aug-2021,289.07,109.77,--,"7,469,306.00"
19-Aug-2021,291.56,109.31,--,"7,498,306.00"
18-Aug-2021,296.42,111.01,--,"7,556,306.00"
17-Aug-2021,293.92,109.91,--,"7,521,506.00"
16-Aug-2021,297.04,111.76,--,"7,509,906.00"
13-Aug-2021,298.17,112.47,--,"7,498,306.00"
12-Aug-2021,303.81,113.88,--,"7,486,706.00"
11-Aug-2021,305.11,114.79,--,"7,480,906.00"
10-Aug-2021,308.26,115.43,--,"7,475,106.00"
09-Aug-2021,306.25,115.66,--,"7,469,306.00"
06-Aug-2021,305.02,114.21,--,"7,469,306.00"
05-Aug-2021,302.54,114.35,--,"7,469,306.00"
04-Aug-2021,305.94,115.48,--,"7,469,306.00"
03-Aug-2021,302.78,113.92,--,"7,463,506.00"
02-Aug-2021,303.56,114.27,--,"7,463,506.00"
30-Jul-2021,301.75,114.05,--,"7,463,506.00"
29-Jul-2021,304.71,114.37,--,"7,463,506.00"
28-Jul-2021,296.59,114.94,--,"7,463,506.00"
27-Jul-2021,292.09,110.74,--,"7,451,906.00"
26-Jul-2021,301.89,113.08,--,"7,434,506.00"
23-Jul-2021,314.91,117.68,--,"7,422,906.00"
22-Jul-2021,317.35,119.38,--,"7,417,106.00"
21-Jul-2021,313.51,119.36,--,"7,411,306.00"
20-Jul-2021,316.16,119.71,--,"7,405,506.00"
19-Jul-2021,317.27,118.83,--,"7,405,506.00"
16-Jul-2021,321.26,119.86,--,"7,393,906.00"
15-Jul-2021,321.78,120.51,--,"7,388,106.00"
14-Jul-2021,316.46,119.67,--,"7,382,306.00"
13-Jul-2021,317.00,119.23,--,"7,370,706.00"
12-Jul-2021,309.77,117.78,--,"7,364,906.00"
09-Jul-2021,307.79,118.01,--,"7,353,306.00"
08-Jul-2021,309.79,116.26,--,"7,353,306.00"
07-Jul-2021,315.54,118.48,--,"7,347,506.00"
06-Jul-2021,316.88,118.62,--,"7,347,506.00"
05-Jul-2021,313.89,119.89,--,"7,348,226.00"
02-Jul-2021,317.75,120.54,--,"7,348,226.00"
01-Jul-2021,323.11,121.32,60.06,"7,348,226.00"
30-Jun-2021,323.13,122.51,--,"7,339,280.00"
29-Jun-2021,322.65,123.15,--,"7,339,280.00"
28-Jun-2021,321.95,122.19,--,"7,339,280.00"
25-Jun-2021,320.30,121.88,--,"7,339,280.00"
24-Jun-2021,316.72,120.75,--,"7,321,880.00"
23-Jun-2021,315.09,119.31,--,"7,321,880.00"
22-Jun-2021,312.75,119.07,--,"7,321,880.00"
21-Jun-2021,314.54,119.84,--,"7,316,080.00"
18-Jun-2021,321.31,120.32,--,"7,310,280.00"
17-Jun-2021,316.18,120.08,--,"7,304,480.00"
16-Jun-2021,311.51,116.91,--,"7,298,680.00"
15-Jun-2021,314.13,118.18,--,"7,298,680.00"
11-Jun-2021,313.71,118.78,--,"7,292,880.00"
10-Jun-2021,310.83,118.41,--,"7,292,880.00"
09-Jun-2021,309.80,117.53,--,"7,287,080.00"
08-Jun-2021,311.25,117.78,--,"7,287,080.00"
07-Jun-2021,311.53,118.51,--,"7,281,280.00"
04-Jun-2021,313.66,120.05,--,"7,281,280.00"
03-Jun-2021,317.33,119.63,--,"7,275,480.00"
02-Jun-2021,315.69,119.97,--,"7,263,880.00"
01-Jun-2021,317.77,120.34,--,"7,258,080.00"
31-May-2021,314.58,117.88,--,"7,258,080.00"
28-May-2021,311.17,118.35,--,"7,321,880.00"
27-May-2021,308.53,117.03,--,"7,321,880.00"
26-May-2021,310.33,117.70,--,"7,316,080.00"
25-May-2021,307.93,116.52,--,"7,316,080.00"
24-May-2021,301.94,114.92,--,"7,310,280.00"
21-May-2021,304.40,114.27,--,"7,304,480.00"
20-May-2021,302.03,115.38,--,"7,304,480.00"
19-May-2021,303.03,115.07,--,"7,298,680.00"
18-May-2021,302.00,114.49,--,"7,292,880.00"
17-May-2021,297.06,112.93,--,"7,287,080.00"
14-May-2021,296.45,113.44,--,"7,263,880.00"
13-May-2021,296.55,111.74,--,"7,258,080.00"
12-May-2021,302.73,112.43,--,"7,252,280.00"
11-May-2021,298.60,114.28,--,"7,252,280.00"
10-May-2021,306.21,114.57,--,"7,240,680.00"
07-May-2021,308.51,118.06,--,"7,234,880.00"
06-May-2021,310.73,118.04,--,"7,223,280.00"
05-May-2021,309.98,117.51,--,"7,211,680.00"
04-May-2021,315.04,118.09,--,"7,200,080.00"
03-May-2021,311.54,118.50,--,"7,200,080.00"
30-Apr-2021,316.47,119.29,--,"7,194,280.00"
29-Apr-2021,320.05,121.14,--,"7,194,280.00"
28-Apr-2021,318.70,121.34,--,"7,188,480.00"
27-Apr-2021,318.74,120.82,--,"7,188,480.00"
26-Apr-2021,316.87,120.09,--,"7,188,480.00"
23-Apr-2021,318.88,121.70,--,"7,182,680.00"
22-Apr-2021,314.62,119.62,--,"7,176,880.00"
21-Apr-2021,311.99,119.84,--,"7,165,280.00"
20-Apr-2021,318.90,119.53,--,"7,147,880.00"
19-Apr-2021,317.53,119.85,--,"7,136,280.00"
16-Apr-2021,319.80,121.19,--,"7,124,680.00"
15-Apr-2021,317.23,120.93,--,"7,095,680.00"
14-Apr-2021,319.00,120.71,--,"7,089,880.00"
13-Apr-2021,318.13,122.25,--,"7,060,880.00"
12-Apr-2021,318.13,121.87,--,"7,060,880.00"
09-Apr-2021,318.34,121.68,--,"7,055,080.00"
08-Apr-2021,321.43,122.70,--,"7,049,280.00"
07-Apr-2021,320.14,120.98,--,"7,049,280.00"
06-Apr-2021,322.86,123.57,--,"7,026,080.00"
01-Apr-2021,321.63,122.98,--,"7,026,080.00"
31-Mar-2021,312.54,120.94,--,"7,026,080.00"
30-Mar-2021,315.37,120.83,--,"7,020,280.00"
29-Mar-2021,311.45,120.00,--,"7,031,880.00"
26-Mar-2021,312.02,120.94,--,"7,014,480.00"
25-Mar-2021,310.66,118.51,--,"6,997,080.00"
24-Mar-2021,310.82,116.87,--,"6,979,680.00"
23-Mar-2021,313.03,119.25,--,"6,973,880.00"
22-Mar-2021,313.17,120.68,--,"6,973,880.00"
19-Mar-2021,313.32,120.63,--,"6,968,080.00"
18-Mar-2021,317.42,119.24,--,"6,962,280.00"
17-Mar-2021,316.94,122.43,--,"6,956,480.00"
16-Mar-2021,317.38,121.99,--,"6,933,280.00"
15-Mar-2021,315.95,122.23,--,"6,921,680.00"
12-Mar-2021,317.88,121.02,--,"6,886,880.00"
11-Mar-2021,320.10,123.76,--,"6,886,880.00"
10-Mar-2021,313.99,120.27,--,"6,886,880.00"
09-Mar-2021,313.16,122.57,--,"6,886,880.00"
08-Mar-2021,314.85,120.40,--,"6,881,080.00"
05-Mar-2021,323.21,123.95,--,"6,875,280.00"
04-Mar-2021,319.85,119.71,--,"6,846,280.00"
03-Mar-2021,329.42,122.59,--,"6,840,480.00"
02-Mar-2021,320.71,122.76,--,"6,817,280.00"
01-Mar-2021,321.81,125.12,--,"6,805,680.00"
26-Feb-2021,318.19,122.27,--,"6,782,480.00"
25-Feb-2021,323.77,120.30,--,"6,759,280.00"
24-Feb-2021,318.76,123.29,--,"6,741,880.00"
23-Feb-2021,327.47,124.53,--,"6,724,480.00"
22-Feb-2021,327.34,124.18,--,"6,718,680.00"
19-Feb-2021,334.36,128.50,--,"6,712,880.00"
18-Feb-2021,339.80,129.59,--,"6,701,280.00"
17-Feb-2021,345.52,131.84,--,"6,689,680.00"
16-Feb-2021,340.49,131.01,--,"6,672,280.00"
15-Feb-2021,339.05,131.04,--,"6,672,280.00"
12-Feb-2021,337.20,131.58,--,"6,666,480.00"
11-Feb-2021,337.20,131.04,--,"6,666,480.00"
10-Feb-2021,337.41,129.42,--,"6,660,680.00"
09-Feb-2021,332.77,128.96,--,"6,654,880.00"
08-Feb-2021,332.45,128.30,--,"6,649,080.00"
05-Feb-2021,334.98,128.96,--,"6,643,280.00"
04-Feb-2021,335.79,128.72,--,"6,637,480.00"
03-Feb-2021,338.53,129.00,--,"6,637,480.00"
02-Feb-2021,337.54,129.51,--,"6,631,680.00"
01-Feb-2021,330.49,126.96,--,"6,608,480.00"
29-Jan-2021,318.34,122.00,--,"6,596,880.00"
28-Jan-2021,322.51,125.28,--,"6,596,880.00"
27-Jan-2021,330.83,123.89,--,"6,591,080.00"
25-Jan-2021,344.51,130.30,--,"6,579,480.00"
22-Jan-2021,333.97,127.57,--,"6,573,680.00"
21-Jan-2021,335.74,128.41,--,"6,567,880.00"
20-Jan-2021,332.66,127.17,--,"6,567,880.00"
19-Jan-2021,329.39,125.54,--,"6,567,880.00"
18-Jan-2021,322.88,122.66,--,"6,567,880.00"
15-Jan-2021,321.99,122.40,--,"6,556,280.00"
14-Jan-2021,319.79,122.30,--,"6,556,280.00"
13-Jan-2021,319.11,121.41,--,"6,544,680.00"
12-Jan-2021,317.20,121.03,--,"6,538,880.00"
11-Jan-2021,318.14,121.28,--,"6,533,080.00"
08-Jan-2021,--,120.45,--,"6,527,280.00"
07-Jan-2021,304.63,117.01,--,"6,538,880.00"
06-Jan-2021,302.98,115.54,--,"6,521,480.00"
05-Jan-2021,304.32,116.93,--,"6,504,080.00"
04-Jan-2021,302.97,115.05,--,"6,498,280.00"
31-Dec-2020,296.22,112.89,--,"6,492,480.00"
30-Dec-2020,296.54,113.25,--,"6,492,480.00"
29-Dec-2020,291.17,111.88,--,"6,492,480.00"
24-Dec-2020,--,110.51,--,"6,487,862.00"
23-Dec-2020,288.31,110.26,--,"6,470,462.00"
22-Dec-2020,288.17,110.00,78.56,"6,453,062.00"
21-Dec-2020,289.65,111.07,--,"6,437,573.00"
18-Dec-2020,287.82,111.14,--,"6,431,773.00"
17-Dec-2020,289.49,111.56,--,"6,420,173.00"
16-Dec-2020,290.37,112.05,--,"6,408,573.00"
15-Dec-2020,288.46,112.16,--,"6,396,973.00"
14-Dec-2020,291.00,111.66,--,"6,391,173.00"
11-Dec-2020,293.29,112.41,--,"6,373,773.00"
10-Dec-2020,292.17,113.55,--,"6,362,173.00"
09-Dec-2020,296.83,113.18,--,"6,344,773.00"
08-Dec-2020,295.86,114.50,--,"6,333,173.00"
07-Dec-2020,296.26,114.63,--,"6,327,373.00"
04-Dec-2020,296.68,114.77,--,"6,315,773.00"
03-Dec-2020,291.39,112.64,--,"6,309,973.00"
02-Dec-2020,291.51,112.48,--,"6,304,173.00"
01-Dec-2020,290.95,112.59,--,"6,298,373.00"
30-Nov-2020,285.80,110.82,--,"6,280,973.00"
27-Nov-2020,292.18,113.55,--,"6,275,173.00"
26-Nov-2020,293.10,112.12,--,"6,263,573.00"
25-Nov-2020,289.18,112.28,--,"6,246,173.00"
24-Nov-2020,291.81,113.24,--,"6,228,773.00"
23-Nov-2020,294.29,113.05,--,"6,205,573.00"
20-Nov-2020,289.72,112.19,--,"6,205,573.00"
19-Nov-2020,289.02,112.21,--,"6,193,973.00"
18-Nov-2020,290.39,111.77,--,"6,188,173.00"
17-Nov-2020,289.44,112.29,--,"6,159,173.00"
16-Nov-2020,290.02,112.48,--,"6,159,173.00"
13-Nov-2020,287.16,111.45,--,"6,159,173.00"
12-Nov-2020,282.06,108.61,--,"6,159,173.00"
11-Nov-2020,280.24,109.49,--,"6,112,773.00"
10-Nov-2020,282.65,108.35,--,"6,095,373.00"
09-Nov-2020,285.30,109.85,--,"6,077,973.00"
06-Nov-2020,282.14,109.68,--,"6,072,173.00"
05-Nov-2020,281.77,110.23,--,"6,072,173.00"
04-Nov-2020,276.86,109.99,--,"6,066,373.00"
03-Nov-2020,274.91,106.35,--,"6,060,573.00"
02-Nov-2020,276.06,107.29,--,"6,060,573.00"
30-Oct-2020,273.02,105.68,--,"6,060,573.00"
29-Oct-2020,279.63,107.71,--,"6,060,573.00"
28-Oct-2020,277.88,105.48,--,"6,054,773.00"
27-Oct-2020,274.13,106.21,--,"6,054,773.00"
26-Oct-2020,274.70,105.71,--,"6,043,173.00"
23-Oct-2020,275.23,107.00,--,"6,037,373.00"
22-Oct-2020,275.18,106.18,--,"6,025,773.00"
21-Oct-2020,274.66,105.90,--,"6,025,773.00"
20-Oct-2020,275.28,106.61,--,"6,025,773.00"
19-Oct-2020,273.33,105.18,--,"6,019,973.00"
16-Oct-2020,271.86,105.33,--,"6,019,973.00"
15-Oct-2020,271.48,105.05,--,"6,014,173.00"
14-Oct-2020,272.70,104.54,--,"6,008,373.00"
13-Oct-2020,272.57,105.78,--,"6,002,573.00"
12-Oct-2020,270.51,105.25,--,"5,996,773.00"
09-Oct-2020,264.49,103.48,--,"5,990,973.00"
08-Oct-2020,266.81,103.65,--,"5,985,173.00"
07-Oct-2020,266.43,103.60,--,"5,979,373.00"
06-Oct-2020,262.38,101.37,--,"5,979,373.00"
05-Oct-2020,258.46,101.09,--,"5,979,373.00"
02-Oct-2020,256.01,100.28,--,"5,979,373.00"
01-Oct-2020,255.29,101.12,--,"5,979,373.00"
30-Sep-2020,255.63,100.21,--,"5,973,573.00"
29-Sep-2020,255.82,99.48,--,"5,973,573.00"
28-Sep-2020,258.58,100.56,--,"5,973,573.00"
25-Sep-2020,--,100.01,--,"5,967,773.00"
24-Sep-2020,--,99.99,--,"5,967,773.00"
23-Sep-2020,--,99.53,--,"5,956,173.00"
22-Sep-2020,--,99.72,--,"5,956,173.00"
21-Sep-2020,--,100.05,--,"5,950,373.00"
18-Sep-2020,--,99.28,--,"5,944,573.00"
17-Sep-2020,--,99.84,--,"5,938,773.00"
16-Sep-2020,--,100.24,--,"5,938,773.00"
15-Sep-2020,--,101.27,--,"5,932,973.00"
14-Sep-2020,--,100.09,--,"5,932,973.00"
11-Sep-2020,256.03,98.58,--,"5,932,973.00"
10-Sep-2020,253.82,97.35,--,"5,927,173.00"
09-Sep-2020,253.27,99.05,--,"5,921,373.00"
08-Sep-2020,257.04,98.19,--,"5,915,573.00"
07-Sep-2020,253.96,98.55,--,"5,909,773.00"
04-Sep-2020,256.01,99.04,--,"5,903,973.00"
03-Sep-2020,258.01,98.27,--,"5,898,173.00"
02-Sep-2020,257.43,99.82,--,"5,892,373.00"
01-Sep-2020,254.98,98.99,--,"5,874,973.00"
31-Aug-2020,251.55,97.29,--,"5,863,373.00"
28-Aug-2020,257.32,99.93,--,"5,863,373.00"
27-Aug-2020,262.70,100.87,--,"5,857,573.00"
26-Aug-2020,262.70,101.88,--,"5,857,573.00"
25-Aug-2020,262.97,101.90,--,"5,851,773.00"
24-Aug-2020,262.72,101.33,--,"5,845,973.00"
21-Aug-2020,258.02,100.33,--,"5,828,573.00"
20-Aug-2020,253.08,98.80,--,"5,799,573.00"
19-Aug-2020,255.65,98.46,--,"5,787,973.00"
18-Aug-2020,257.41,99.60,--,"5,782,173.00"
17-Aug-2020,257.90,100.59,--,"5,782,173.00"
14-Aug-2020,257.57,99.41,--,"5,782,173.00"
